Entry	Entry name	Gene names	Cross-reference (GeneID)
P14743	NMT_YEAST	NMT1 CDC72 YLR195C L8167.14	850892;
P38109	YBY9_YEAST	YBR139W YBR1015	852436;
P40959	MVP1_YEAST	MVP1 YMR004W YM8270.06	855016;
P38074	HMT1_YEAST	HMT1 ODP1 RMT1 YBR034C YBR0320	852322;
P38855	PEX18_YEAST	PEX18 YHR160C	856565;
P40917	YAP4_YEAST	CIN5 HAL6 SDS15 YAP4 YOR028C OR26.18	854193;
Q08991	FEX2_YEAST	FEX2 YPL279C	855850;
P53218	POP6_YEAST	POP6 YGR030C	852918;
Q03921	DOP1_YEAST	DOP1 YDR141C YD9302.17C	851719;
P54790	ORC3_YEAST	ORC3 OAF1 OIF1 YLL004W L1365	850656;
P53049	YOR1_YEAST	YOR1 YRS1 YGR281W	853198;
P53882	TDA7_YEAST	TDA7 YNL176C N1661	855545;
P06704	CDC31_YEAST	CDC31 DSK1 YOR257W	854431;
Q08974	YP257_YEAST	YPL257W	855818;
Q12477	PCL9_YEAST	PCL9 YDL179W D1408	851375;
P39535	PHO90_YEAST	PHO90 YJL198W J0336	853241;
Q05050	EIS1_YEAST	EIS1 YMR031C YM9973.04C	855047;
Q12089	AEP3_YEAST	AEP3 YPL005W YP8132.08	856102;
P39952	OXA1_YEAST	OXA1 PET1402 YER154W	856898;
Q03771	ACL4_YEAST	ACL4 YDR161W	851739;
P38198	STU1_YEAST	STU1 YBL034C YBL0416	852246;
Q02932	KA120_YEAST	KAP120 YPL125W	855978;
P46950	SNG1_YEAST	SNG1 YGR197C G7591	853111;
P04911	H2A1_YEAST	HTA1 H2A1 SPT11 YDR225W YD9934.10	851811;
P0CX16	YE076_YEAST	YEL076C-A	851185;856632;
P0CX17	YL464_YEAST	YLR464W	851185;856632;
Q03441	RMD1_YEAST	RMD1 YDL001W	851563;
P53128	MTHR2_YEAST	MET13 MET11 MRPL45 YGL125W G2882	852752;
Q06449	PIN3_YEAST	PIN3 LSB2 YPR154W	856277;
Q12400	TRM10_YEAST	TRM10 YOL093W O0926	854060;
P18414	ERD2_YEAST	ERD2 YBL040C YBL0408	852240;
Q03494	YD22B_YEAST	TY2B-DR2 YDRWTy2-2 POL YDR210W-B YD8142A.09	851793;
Q12301	YD180_YEAST	YDL180W	851374;
P13517	CAPZB_YEAST	CAP2 YIL034C	854777;
Q03718	NSE5_YEAST	NSE5 YML023C	854985;
P09064	IF2B_YEAST	SUI3 TIF212 YPL237W	855838;
P53859	CSL4_YEAST	CSL4 SKI4 YNL232W N1154	855489;
P0C2H9	RL31B_YEAST	RPL31B RPL34 RPL34B YLR406C	851122;
P27636	CDC15_YEAST	CDC15 LYT1 YAR019C	851274;
P01094	IPA3_YEAST	PAI3 YMR174C YM8010.04C	855212;
P07390	PT494_YEAST	PET494 YNR045W N3436	855781;
P53277	SYF2_YEAST	SYF2 NTC31 YGR129W	853030;
Q04006	UPS3_YEAST	UPS3 GEP2 YDR185C	851766;
Q07923	LOT6_YEAST	LOT6 YLR011W	850698;
Q12050	ELG1_YEAST	ELG1 RTT110 YOR144C O3510 YOR3510C	854315;
Q12273	YO11B_YEAST	TY1B-OL YOLWTy1-1 POL YOL103W-B O0770	854049;
Q08646	SSP2_YEAST	SSP2 YOR242C O5251	854416;
P40557	EPS1_YEAST	EPS1 YIL005W YIA5W	854812;
P23493	MBR1_YEAST	MBR1 YKL093W YKL440	853769;
Q04740	RNH1_YEAST	RNH1 YMR234W YM9959.16	855274;
Q06146	YL257_YEAST	YLR257W	850961;
P42941	SERB_YEAST	SER2 YGR208W G7744	853122;
P38692	KIC1_YEAST	KIC1 NRK1 YHR102W	856502;
P32605	RU1A_YEAST	MUD1 YBR119W YBR0915	852416;
P47100	YJ12B_YEAST	TY1B-JR2 YJRWTy1-2 POL YJR029W J1570	853486;
P41948	MEP2_YEAST	MEP2 AMT2 YNL142W N1207 N1820	855580;
Q02773	RPM2_YEAST	RPM2 YML091C	854883;
P38881	NVJ1_YEAST	NVJ1 VAB36 YHR195W	856602;
Q05949	BUR2_YEAST	BUR2 CST4 YLR226W	850923;
P40524	YIF4_YEAST	YIL054W	854757;
P21951	DPOE_YEAST	POL2 DUN2 YNL262W N0825	855459;
P28007	GAR1_YEAST	GAR1 YHR089C	856489;
Q12743	DFM1_YEAST	DFM1 YDR411C D9461.2	852020;
Q99382	ENV10_YEAST	ENV10 SND2 YLR065C L2180	850754;
P51601	GCH1_YEAST	FOL2 YGR267C G9349	853183;
P40101	YE16_YEAST	YER186C	856935;
P89886	TMA20_YEAST	TMA20 YER007C-A	856725;
P43564	MIL1_YEAST	MIL1 YFL034W	850510;
Q02969	PEX25_YEAST	PEX25 YPL112C	855991;
P39984	HAT2_YEAST	HAT2 YEL056W	856654;
P01120	RAS2_YEAST	RAS2 ASC1 CTN5 GLC5 YNL098C N2198	855625;
P43553	ALR2_YEAST	ALR2 YFL050C	850494;
Q06636	GPI11_YEAST	GPI11 YDR302W	851896;
P53265	YG2W_YEAST	YGR111W G6145	853008;
P0CE69	YK104_YEAST	YKR104W	853979;
P38146	YPT10_YEAST	YPT10 YBR264C YBR1733	852567;
Q06608	PDXH_YEAST	YPR172W	856302;
P10355	PT122_YEAST	PET122 YER153C	856897;
P53090	ARO8_YEAST	ARO8 YGL202W	852672;
P32570	MED22_YEAST	SRB6 MED22 YBR253W YBR1721	852555;
P38628	AGM1_YEAST	PCM1 AGM1 YEL058W	856652;
P43620	RMD8_YEAST	RMD8 YFR048W	850609;
Q04439	MYO5_YEAST	MYO5 YMR109W YM9718.08	855136;
P32900	SKG6_YEAST	SKG6 YHR149C	856554;
P50273	ATP22_YEAST	ATP22 TCM10 YDR350C D9476.9	851952;
O13297	CET1_YEAST	CET1 YPL228W P1433	855873;
P25371	ADP1_YEAST	ADP1 YCR011C YCR105 YCR11C	850369;
P03882	SCE1_YEAST	SCEI OMEGA SECY Q0160	854590;
P53397	OGG1_YEAST	OGG1 YML060W YM9958.02	854942;
P38071	ETR1_YEAST	ETR1 MRF1 MRF1' YBR026C YBR0310	852314;
Q3E809	YM054_YEAST	YML054C-A	1466497;
Q06689	YL413_YEAST	YLR413W	851131;
P38759	VPS29_YEAST	VPS29 PEP11 VTP6 YHR012W	856403;
P38182	ATG8_YEAST	ATG8 APG8 AUT7 CVT5 YBL078C YBL0732	852200;
P40207	ERG29_YEAST	ERG29 YMR134W YM9375.03	855164;
P36131	SPC34_YEAST	SPC34 YKR037C	853909;
P32388	RM49_YEAST	MRP49 YKL167C YKL631	853687;
P25342	CDC10_YEAST	CDC10 YCR002C YCR022 YCR2C	850358;
P38966	YD089_YEAST	YDR089W D4495 YD8554.22	851663;
Q05937	STP3_YEAST	STP3 YLR375W	851089;
Q3E7X8	YE077_YEAST	YEL077C	856630;
P34231	YKS7_YEAST	YKL187C	853648;
Q08225	DPP3_YEAST	YOL057W O1232	854097;
P36106	BYE1_YEAST	BYE1 YKL005C YKL150	853865;
Q12455	SPSY_YEAST	SPE4 YLR146C L9634.5	850838;
Q12151	UPC2_YEAST	UPC2 MOX4 YDR213W YD8142.14 YD8142B.05	851799;
P38286	MKAR_YEAST	IFA38 YBR159W YBR1209	852456;
Q12403	ERP3_YEAST	ERP3 YDL018C D2850	851544;
P53687	HST3_YEAST	HST3 YOR025W OR26.15	854190;
P17119	KAR3_YEAST	KAR3 YPR141C P9659.16	856263;
Q05636	RRP45_YEAST	RRP45 YDR280W D9954.1	851874;
Q12103	YD109_YEAST	YDL109C D2325	851449;
P36158	YK58_YEAST	YKR078W	853953;
P23641	MPCP_YEAST	MIR1 YJR077C J1837	853540;
P30656	PSB5_YEAST	PRE2 DOA3 PRG1 YPR103W P8283.10	856218;
P34761	WHI3_YEAST	WHI3 YNL197C N1382	855524;
P06104	UBC2_YEAST	RAD6 UBC2 YGL058W	852822;
P38213	DSF2_YEAST	DSF2 YBR007C YBR0113	852292;
P47048	YJE9_YEAST	YJL049W J1162	853398;
P23501	DS1P2_YEAST	YSR3 LBP2 YKR053C	853927;
P40340	TBP7_YEAST	YTA7 YGR270W	853186;
P53197	CDH1_YEAST	CDH1 HCT1 YGL003C	852881;
P39533	ACON2_YEAST	ACO2 YJL200C J0327	853230;
P31382	PMT2_YEAST	PMT2 FUN25 YAL023C	851210;
Q02725	VTC3_YEAST	VTC3 PHM2 YPL019C	856088;
P18411	FUN14_YEAST	FUN14 YAL008W	851225;
P40458	ATG32_YEAST	ATG32 ECM17 YIL146C	854660;
Q12523	YP247_YEAST	YPL247C	855829;
P40558	CFD1_YEAST	CFD1 DRE3 RIX19 YIL003W YIA3W	854814;
P43542	COS4_YEAST	COS4 YFL062W	850482;
P32860	NFU1_YEAST	NFU1 NUB1 YKL040C YKL253	853826;
Q12347	HRT3_YEAST	HRT3 YLR097C	850786;
P47176	BCA2_YEAST	BAT2 TWT2 YJR148W J2209	853613;
Q03758	BUL2_YEAST	BUL2 YML111W YM8339.08	854929;
P40187	PIG2_YEAST	PIG2 YIL045W	854766;
P25383	YC21A_YEAST	TY2A-C YCLWTy2-1 GAG YCL020W YCL20W	850339;
P40102	YE17_YEAST	YER187W	856937;
P53740	YN8S_YEAST	YNR048W N3453	855784;
P53756	PDR18_YEAST	PDR18 YNR070W N3568	855807;
I2HB52	YB56A_YEAST	YBR056W-A	1466443;
P12612	TCPA_YEAST	TCP1 CCT1 YDR212W YD8142.13 YD8142B.04	851798;
Q02770	CWC27_YEAST	CWC27 CYP7 YPL064C	856041;
P0CX35	RS4A_YEAST	RPS4A RPS7B YJR145C J2186	853610;856610;
P0CX36	RS4B_YEAST	RPS4B RPS7A YHR203C	853610;856610;
Q08907	FIT3_YEAST	FIT3 YOR383C	854565;
Q06671	ATG23_YEAST	ATG23 CVT23 YLR431C	851151;
Q12491	YB21B_YEAST	TY2B-B YBLWTy2-1 POL YBL100W-B YBL0822 YBL101W-B	852175;
P38237	UBP14_YEAST	UBP14 GID6 YBR058C YBR0515	852349;
P40217	EIF3I_YEAST	TIF34 YMR146C YM9375.16C	855177;
P40991	NOP2_YEAST	NOP2 YNA1 YNL061W N2428 YNL2428W	855664;
Q12021	RAD28_YEAST	RAD28 YDR030C YD9813.08c	851594;
P32645	ISC10_YEAST	ISC10 YER180C SYGP-ORF62	856927;
Q06819	DIB1_YEAST	DIB1 CDH1 SNU16 YPR082C P9513.12	856197;
Q02685	RMI1_YEAST	RMI1 NCE4 YPL024W	856083;
P33328	SNC2_YEAST	SNC2 YOR327C	854505;
P53104	ATG1_YEAST	ATG1 APG1 AUT3 CVT10 YGL180W G1615	852695;
P28319	CWP1_YEAST	CWP1 YKL096W YJU1 YKL443	853766;
P38166	SFT2_YEAST	SFT2 YBL102W YBL0812	852172;
Q06479	YL352_YEAST	YLR352W	851066;
P25639	YCV1_YEAST	YCR061W YCR062W YCR61W YCR62W YCR904	850425;
P50077	CCH1_YEAST	CCH1 YGR217W G8501	853131;
P21657	DAL81_YEAST	DAL81 DURL UGA35 YIR023W	854841;
P38876	PTH_YEAST	PTH1 YHR189W	856596;
P39937	PAC2_YEAST	PAC2 YER007W	856724;
P32329	YPS1_YEAST	YPS1 YAP3 YLR120C L2961 L9233.9	850811;
P37261	FRM2_YEAST	FRM2 YCL026C-A YCLX08C YCLX8C	850332;
Q06098	ISR1_YEAST	ISR1 YPR106W	856221;
P31385	DEP1_YEAST	DEP1 FUN54 YAL013W	851220;
P14741	EI2BA_YEAST	GCN3 AAS2 TIF221 YKR026C	853896;
P38757	NEM1_YEAST	NEM1 YHR004C	856393;
P53159	MPS2_YEAST	MPS2 MMC1 YGL075C	852805;
P05030	PMA1_YEAST	PMA1 YGL008C	852876;
P32435	MFAL2_YEAST	MF(ALPHA)2 MF-ALPHA-2 MFAL2 YGL089C	852791;
P40157	VID27_YEAST	VID27 YNL212W N1327	855509;
Q08118	IRC10_YEAST	IRC10 YOL015W	854145;
P38854	TDA11_YEAST	TDA11 YHR159W	856564;
P38073	EDS1_YEAST	EDS1 YBR033W YBR0318	852321;
Q12167	RRG1_YEAST	RRG1 YDR065W D4258	851637;
P12866	STE6_YEAST	STE6 YKL209C	853671;
Q2V2P9	COX26_YEAST	COX26 YDR119W-A	3799970;
Q08926	UIP4_YEAST	UIP4 YPL186C	855916;
Q3E796	YD182_YEAST	YDR182W-A smORF121 SR1	1466434;
P07259	PYR1_YEAST	URA2 YJL130C J0686	853311;
P81451	ATP19_YEAST	ATP19 YOL077W-A YOL078BW	854077;
P38158	MAL32_YEAST	MAL32 MAL3S YBR299W YBR2117	852602;
Q99207	NOP14_YEAST	NOP14 UTP2 YDL148C D1566	851407;
Q04773	YMW4_YEAST	YMR074C YM9916.13C	855096;
P25583	KAR4_YEAST	KAR4 YCL055W YCL432 YCL55W	850303;
P32896	PDC2_YEAST	PDC2 YDR081C D4451	851654;
P38255	RXT2_YEAST	RXT2 RAF60 YBR095C YBR0822	852392;
Q03702	CCE1_YEAST	CCE1 YKL011C YKL164	853858;
Q92393	YO12B_YEAST	TY1B-OR YORWTy1-2 POL YOR142W-B O3367 YOR3367W	854313;
P39970	ACA1_YEAST	ACA1 YER045C	856769;
P38067	UGA2_YEAST	UGA2 UGA5 YBR006W YBR0112	852291;
Q03957	CTK1_YEAST	CTK1 YKL139W	853718;
P19454	CSK22_YEAST	CKA2 YOR061W YOR29-12	854227;
P53972	RCM1_YEAST	RCM1 YNL022C N2815	855709;
Q12003	ENV7_YEAST	ENV7 YPL236C	855840;
P54007	YL460_YEAST	YLR460C L9122.7	851182;
P38324	SLX1_YEAST	SLX1 YBR228W YBR1525	852529;
P32566	SMI1_YEAST	SMI1 KNR4 KTR4 YGR229C G8553	853144;
P33200	PDR3_YEAST	PDR3 YBL005W YBL0323	852278;
P20434	RPAB1_YEAST	RPB5 RPA7 RPC9 YBR154C YBR1204	852451;
Q06628	ATG13_YEAST	ATG13 APG13 YPR185W	856315;
Q12181	NDOR1_YEAST	TAH18 YPR048W YP9499.06	856161;
P53975	YNB9_YEAST	YNL019C N2827	855712;
Q07660	BRE4_YEAST	BRE4 YDL231C	851367;
P53980	YNB1_YEAST	YNL011C N2862	855721;
Q12373	HIF1_YEAST	HIF1 YLL022C L1205	850638;
P46784	RS10B_YEAST	RPS10B YMR230W YM9959.12	855270;
P53285	VPS62_YEAST	VPS62 YGR141W	853042;
Q01163	RT23_YEAST	RSM23 YGL129C G2856	852748;
P32334	MSB2_YEAST	MSB2 YGR014W	852897;
Q04081	LCMT1_YEAST	PPM1 YDR435C	852045;
P38887	YH02_YEAST	YHR202W	856609;
P25354	YCP7_YEAST	YCR007C YCR045 YCR7C	850364;
Q05788	PNPH_YEAST	PNP1 YLR209C L8167.19	850906;
P43612	SA155_YEAST	SAP155 YFR040W	850601;
Q12205	MNL2_YEAST	MNL2 YLR057W L2153	850746;
Q99359	RAD61_YEAST	RAD61 YDR014W PZB647	851577;
P36100	T2EA_YEAST	TFA1 YKL028W	853840;
P53217	YG1I_YEAST	YGR026W	852910;
P08524	FPPS_YEAST	ERG20 BOT3 FDS1 FPP1 YJL167W J0525	853272;
P40022	YEM4_YEAST	YER034W	856756;
P38713	OSH3_YEAST	OSH3 YHR073W	856472;
P10849	MTF2_YEAST	MTF2 NAM1 YDL044C D2705	851517;
P38796	PPME1_YEAST	PPE1 YHR075C	856474;
P0CX80	MTCU1_YEAST	CUP1-1 MTH1 YHR053C	856450;856452;
P0CX81	MTCU2_YEAST	CUP1-2 MTH1 YHR055C	856450;856452;
P43132	BRE2_YEAST	BRE2 CPS60 YLR015W	850702;
Q02753	RL21A_YEAST	RPL21A URP1 YBR191W YBR1401	852489;
P39988	BUD16_YEAST	BUD16 YEL029C	856683;
P40989	FKS2_YEAST	GSC2 FKS2 GLS2 YGR032W	852920;
P43596	IOC3_YEAST	IOC3 YFR013W	850567;
P38801	LRP1_YEAST	LRP1 RRP47 YC1D YHR081W	856481;
Q12359	ATO3_YEAST	ATO3 YDR384C D9481.20 D9509.4	851992;
P09457	ATPO_YEAST	ATP5 OSCP YDR298C D9740.11	851892;
P38075	PDX3_YEAST	PDX3 YBR035C YBR0321	852323;
Q08215	PEX15_YEAST	PEX15 PAS21 YOL044W	854113;
Q99258	RIB3_YEAST	RIB3 YDR487C D8035.30	852098;
Q03656	SKY1_YEAST	SKY1 YMR216C YM8261.10C	855256;
P42834	MDJ2_YEAST	MDJ2 YNL328C N0315	855388;
P42947	YJK7_YEAST	YJL107C J0813	853337;
Q04299	YMX7_YEAST	YMR087W YM9582.12	855112;
P53389	HOL1_YEAST	HOL1 YNR055C N3494	855792;
P53238	PEF1_YEAST	PEF1 YGR058W	852949;
P38251	RFC5_YEAST	RFC5 YBR087W YBR0810	852383;
Q3E7B3	YPR08_YEAST	YPR108W-A	1466522;
P30822	XPO1_YEAST	CRM1 KAP124 XPO1 YGR218W G8514	853133;
P32528	DUR1_YEAST	DUR1,2 YBR208C YBR1448	852507;
P0CX63	YF21B_YEAST	TY2B-F YFLWTy2-1 POL YFL002W-A FN01	850548;853067;
P0CX64	YG22B_YEAST	TY2B-GR2 YGRWTy2-2 POL YGR161W-B G7017	850548;853067;
Q07748	THI13_YEAST	THI13 YDL244W	851353;
P47005	DAS1_YEAST	DAS1 YJL149W J0634	853292;
P32504	CBF3A_YEAST	CBF2 CBF3A CEP2 CTF14 NDC10 YGR140W	853041;
P33421	SDH3_YEAST	SDH3 CYB3 YKL141W YKL4	853716;
P50278	SOL1_YEAST	SOL1 YNR034W N3291	855769;
P32772	UGX2_YEAST	UGX2 YDL169C	851385;
P18494	GLN3_YEAST	GLN3 YER040W	856763;
P42951	LSB6_YEAST	LSB6 YJL100W J0834	853345;
Q04162	YD387_YEAST	YDR387C	851995;
Q04119	PPN1_YEAST	PPN1 PHM5 YDR452W D9461.37	852063;
P36160	RPF2_YEAST	RPF2 YKR081C YKR401	853956;
P32899	IMP3_YEAST	IMP3 YHR148W	856553;
P21965	MCK1_YEAST	MCK1 YPK1 YNL307C N0392	855409;
O13512	YA64B_YEAST	YAL064W-B	851233;
P61829	ATP9_YEAST	OLI1 ATP9 OLI3 PHO2 Q0130	24573116;854584;
Q03290	TFB3_YEAST	TFB3 RIG2 YDR460W	852071;
P40100	PUG1_YEAST	PUG1 YER185W	856934;
P32179	MET22_YEAST	MET22 HAL2 YOL064C	854090;
P43589	SAD1_YEAST	SAD1 YFR005C	850555;
P52593	NU188_YEAST	NUP188 YML103C	854868;
P47128	EAF6_YEAST	EAF6 YJR082C J1854	853544;
Q06817	SYG2_YEAST	GRS2 YPR081C	856196;
P53157	MPC1_YEAST	MPC1 FMP37 YGL080W	852800;
P40048	PTP3_YEAST	PTP3 YER075C	856807;
Q12350	JID1_YEAST	JID1 YPR061C	856174;
P13099	TOP3_YEAST	TOP3 EDR1 YLR234W L8083.3	850935;
P22139	RPAB5_YEAST	RPB10 YOR210W	854385;
P32351	IMPX_YEAST	IMP2' IMP2 YIL154C	854652;
P38138	GLU2A_YEAST	ROT2 GLS2 YBR229C YBR1526	852530;
Q99332	HPH1_YEAST	FRT1 HPH1 YOR324C O6159	854503;
Q12515	PAR32_YEAST	PAR32 YDL173W	851381;
P07278	KAPR_YEAST	BCY1 REG1 SRA1 YIL033C	854778;
Q04629	SWF1_YEAST	SWF1 PSL10 YDR126W YD9302.01 YD9727.21	851704;
P38321	YB75_YEAST	YBR225W YBR1522	852526;
Q06497	ANT1_YEAST	ANT1 YPR128C	856246;
P26309	CDC20_YEAST	CDC20 YGL116W	852762;
P54113	PUR91_YEAST	ADE16 YLR028C	850715;
Q12383	TRM13_YEAST	TRM13 YOL125W	853995;
P14906	SEC63_YEAST	SEC63 NPL1 PTL1 YOR254C	854428;
P40494	PRK1_YEAST	PRK1 PAK1 YIL095W	854713;
P53631	HXT17_YEAST	HXT17 YNR072W N3615	855809;
Q05892	COQ11_YEAST	COQ11 MRX2 YLR290C	850997;
P39938	RS26A_YEAST	RPS26A RPS26 YGL189C G1355	852686;
P06777	RAD1_YEAST	RAD1 YPL022W	856085;
P15436	DPOD_YEAST	POL3 CDC2 TEX1 YDL102W D2366	851456;
P38291	POP7_YEAST	POP7 RPP2 YBR167C YBR1219	852465;
P39518	LCF2_YEAST	FAA2 FAM1 YER015W	856734;
P21190	IME1_YEAST	IME1 YJR094C J1916	853556;
P38735	VMR1_YEAST	VMR1 YHL035C	856350;
P0CX70	YD15A_YEAST	TY1A-DR6 YDRWTy1-5 GAG YDR365W-A D9481.12	850854;851970;855816;856880;
P0CX71	YE11A_YEAST	TY1A-ER1 YERCTy1-1 GAG YER137C-A YER138C-A	850854;851970;855816;856880;
P0CX72	YL12A_YEAST	TY1A-LR2 YLRCTy1-2 GAG YLR157C-A L9632.7	850854;851970;855816;856880;
P0CX73	YP11A_YEAST	TY1A-PL YPLWTy1-1 GAG YPL257W-A P0725	850854;851970;855816;856880;
P50076	ALG10_YEAST	DIE2 ALG10 YGR227W G8547	853142;
P25582	SPB1_YEAST	SPB1 YCL054W YCL431 YCL54W	850304;
P47124	HOC1_YEAST	HOC1 YJR075W J1830	853538;
P18239	ADT2_YEAST	PET9 AAC2 YBL030C YBL0421	852250;
P36010	NDK_YEAST	YNK1 NDK1 YNK YKL067W YKL333	853798;
Q12206	WTM2_YEAST	WTM2 YOR229W YOR50-19	854404;
P27351	AP2B_YEAST	APL1 YAP80 YJR005W J1422	853461;
Q2V2P0	YP145_YEAST	YPR145C-A	3799978;
P47099	YJ12A_YEAST	TY1A-JR2 YJRWTy1-2 GAG YJR028W J1565	853485;
P36101	TCD2_YEAST	TCD2 YKL027W	853841;
P35731	FABG_YEAST	OAR1 YKL055C	853810;
P38840	ARO9_YEAST	ARO9 YHR137W	856539;
P21306	ATP5E_YEAST	ATP15 YPL271W P0345	855857;
P40047	ALDH5_YEAST	ALD5 ALD3 ALDH5 YER073W	856804;
P38281	APD1_YEAST	APD1 YBR151W YBR1201	852448;
P39538	UBP12_YEAST	UBP12 YJL197W J0340	853242;
P25567	SRO9_YEAST	SRO9 YCL037C YCL37C	850320;
P53319	6PGD2_YEAST	GND2 YGR256W G9170	853172;
P53203	PEX31_YEAST	PEX31 YGR004W	852887;
P53276	UTP8_YEAST	UTP8 YGR128C	853029;
P25361	YCT3_YEAST	YCR043C YCR43C YCR725	850410;
P39079	TCPZ_YEAST	CCT6 TCP20 TCP6 YDR188W YD9395.21	851768;
Q04835	YM87_YEAST	YMR253C YM9920.07C	855295;
Q08208	NOP12_YEAST	NOP12 YOL041C	854116;
P40856	SA185_YEAST	SAP185 YJL098W J0840	853347;
P49334	TOM22_YEAST	TOM22 MAS17 MAS22 MOM22 YNL131W N1217 N1862	855592;
Q00453	RGM1_YEAST	RGM1 YMR182C YM8010.12C	855220;
Q12112	YN11B_YEAST	TY1B-NL1 YNLCTy1-1 POL YNL284C-B N0564	855433;
Q04216	DLT1_YEAST	DLT1 YMR126C YM9553.02C	855156;
Q12342	LDB17_YEAST	LDB17 YDL146W D1575	851409;
P14291	RED1_YEAST	RED1 YLR263W L8479.6	850968;
P47083	MPP10_YEAST	MPP10 YJR002W J1411 YJR83.5	853458;
P40987	CIN1_YEAST	CIN1 YOR349W O6350	854531;
P53239	COX18_YEAST	COX18 YGR062C G4532	852953;
P43618	CENPT_YEAST	CNN1 YFR046C	850607;
P45978	SCD6_YEAST	SCD6 YPR129W P9659.10	856247;
P32784	GPT1_YEAST	SCT1 GAT2 YBL011W YBL0309 YBL0315	852271;
P40327	PRS4_YEAST	RPT2 YHS4 YTA5 YDL007W D2920	851557;
P17536	TPM1_YEAST	TPM1 YNL079C N2332	855645;
Q04491	SEC13_YEAST	SEC13 ANU3 YLR208W L8167.4	850905;
Q03266	PABC_YEAST	ABZ2 YMR289W YM8021.15	855333;
Q04087	LRS4_YEAST	LRS4 YDR439W D9461.25	852049;
P53191	PIB2_YEAST	PIB2 YGL023C	852861;
P32448	ASF2_YEAST	ASF2 YDL197C D1219	851330;
Q03525	TMA23_YEAST	TMA23 YMR269W YM8156.11 YMR268W-A	855311;
Q06696	VPS36_YEAST	VPS36 GRD12 VAC3 VPL11 YLR417W	851135;
P32333	MOT1_YEAST	MOT1 YPL082C LPF4C	856023;
P32902	RT04_YEAST	MRP4 MRP4A YHL004W	856384;
Q04264	PDS5_YEAST	PDS5 YMR076C YM9582.01C YM9916.15C	855099;
P47822	MED21_YEAST	SRB7 MED21 YDR308C D9740.17	851903;
P38737	ECM29_YEAST	ECM29 YHL030W	856355;
Q03554	GOT1_YEAST	GOT1 YMR292W	855337;
P38139	LDH1_YEAST	LDH1 YBR204C YBR1444	852503;
Q12361	GPR1_YEAST	GPR1 YDL035C	851527;
Q02908	ELP3_YEAST	ELP3 HPA1 TOT3 YPL086C	856019;
P53011	SEH1_YEAST	SEH1 YGL100W	852778;
P18412	TEC1_YEAST	TEC1 ROC1 YBR083W YBR0750	852377;
P38787	PANE_YEAST	PAN5 YHR063C	856460;
P38121	DPOA2_YEAST	POL12 YBL035C YBL0414	852245;
P43545	SNZ3_YEAST	SNZ3 YFL059W	850485;
P38689	KPR3_YEAST	PRS3 PRPS3 YHL011C	856375;
Q08981	ACM1_YEAST	ACM1 YPL267W	855861;
Q12173	YG31A_YEAST	TY3A-G YGRWTy3-1 GAG YGR109W-A G5982	853005;
P33399	LHP1_YEAST	LHP1 LAH1 YLA1 YDL051W	851509;
Q12140	BSC1_YEAST	BSC1 YDL037C D2734	851524;
Q01080	RPA49_YEAST	RPA49 RRN13 YNL248C N0880	855473;
P39015	STM1_YEAST	STM1 MPT4 STO1 YLR150W L9634.1	850843;
P38125	DTR1_YEAST	DTR1 YBR180W YBR1242	852478;
P32327	PYC2_YEAST	PYC2 YBR218C YBR1507	852519;
P38342	TSC10_YEAST	TSC10 YBR265W YBR1734	852568;
P38875	GPI16_YEAST	GPI16 YHR188C	856595;
P36973	APT2_YEAST	APT2 YDR441C D9461.27	852051;
Q04377	LCD1_YEAST	LCD1 DDC2 PIE1 YDR499W	852110;
P0CX99	YFG8_YEAST	YFL068W	850476;
P0CY00	YL66A_YEAST	YLL066W-A	850476;
P0CY01	YL67A_YEAST	YLL067W-A	850476;
P38687	SRP68_YEAST	SRP68 YPL243W	855833;
P36520	RM10_YEAST	MRPL10 MRPL18 YNL284C N0580	855436;
Q12072	IOC2_YEAST	IOC2 YLR095C	850784;
P40477	NU159_YEAST	NUP159 NUP158 RAT7 YIL115C	854691;
P38153	AP3M_YEAST	APM3 YKS6 YBR288C YBR2035	852591;
Q03213	HOT1_YEAST	HOT1 YMR172W YM8010.02	855208;
P38880	MDM31_YEAST	MDM31 YHR194W	856601;
Q12348	CSN10_YEAST	RRI2 CSN10 YOL117W	854032;
P47033	PRY3_YEAST	PRY3 YJL078C J1027	853367;
P49626	RL4B_YEAST	RPL4B RPL2B YDR012W YD8119.17	851575;
P33312	RIB7_YEAST	RIB7 YBR153W YBR1203	852450;
P47122	GPN1_YEAST	NPA3 EPA1 GPN1 YJR072C J1821	853535;
P33401	PGM1_YEAST	PGM1 YKL127W	853732;
P36002	PTK1_YEAST	PTK1 POT1 STK1 YKL198C YKL199C	853635;
P39978	YEH7_YEAST	YEL067C	856643;
P19880	AP1_YEAST	YAP1 PAR1 PDR4 SNQ3 YML007W YM9571.12	855005;
Q04924	GLU2B_YEAST	GTB1 YDR221W	851807;
Q12395	DCN1_YEAST	DCN1 YLR128W L3111	850819;
P06844	SPT3_YEAST	SPT3 YDR392W D9509.12	852001;
P33309	DOM34_YEAST	DOM34 YNL001W N2016	855731;
P47044	YJF5_YEAST	YJL055W J1148	853391;
Q04562	TMN2_YEAST	TMN2 YDR107C	851685;
P46677	TAF1_YEAST	TAF1 TAF130 TAF145 YGR274C G9374	853191;
