Entry	Entry name	Gene names	Cross-reference (GeneID)
P36775	LONM_YEAST	PIM1 LON YBL022C YBL0440	852259;
Q02721	TO6BL_YEAST	REC102 YLR329W L8543.17	851040;
Q12252	PHM7_YEAST	PHM7 YOL084W 00953	854070;
P53735	ZRG17_YEAST	ZRG17 YNR039C N3403	855775;
Q06523	YP148_YEAST	YPR148C	856271;
Q12428	PRPD_YEAST	PDH1 YPR002W LPZ2W YP9723.02	856108;
P13134	KEX2_YEAST	KEX2 QDS1 YNL238W N1122	855483;
Q06108	RGC1_YEAST	RGC1 YPR115W	856231;
Q04599	RM01_YEAST	MRPL1 YDR116C YD9727.11C	851694;
P47063	YJC7_YEAST	YJL027C J1269	853426;
P33304	AFR1_YEAST	AFR1 YDR085C D4471	851658;
P34252	SLD2_YEAST	SLD2 DRC1 YKL108W YKL463	853752;
P28789	HEM3_YEAST	HEM3 YDL205C D1057	851322;
P53691	PPID_YEAST	CPR6 YLR216C L8167.24	850914;
Q3E826	YK068_YEAST	YKL068W-A	1500487;
P69771	DID2_YEAST	DID2 CHM1 FTI1 VPS46 YKR035W-A	853906;
Q3E751	YP119_YEAST	YPL119C-A	1466520;
P00815	HIS2_YEAST	HIS4 YCL030C YCL183 YCL30C	850327;
Q00776	AP1M1_YEAST	APM1 YAP54 YPL259C P0394	855869;
Q06616	YP174_YEAST	YPR174C	856304;
P09959	SWI6_YEAST	SWI6 YLR182W L9470.8	850879;
P53164	NPY1_YEAST	NPY1 YGL067W	852813;
P27472	GYS2_YEAST	GSY2 YLR258W L8479.8	850962;
P53078	SDT1_YEAST	SDT1 SSM1 YGL224C	852648;
P35734	ASK1_YEAST	ASK1 YKL052C YKL306	853814;
Q99337	YN12B_YEAST	TY1B-NL2 YNLWTy1-2 POL YNL054W-B N2453	855672;
P32790	SLA1_YEAST	SLA1 YBL007C YBL0321	852276;
P40058	YER5_YEAST	YER085C	856818;
Q03652	DML1_YEAST	DML1 YMR211W YM8261.05	855251;
P38991	IPL1_YEAST	IPL1 YPL209C	855892;
P53822	COS1_YEAST	COS1 YNL336W N0275	855380;
Q12476	AIR2_YEAST	AIR2 YDL175C	851379;
Q07074	YH007_YEAST	YHR007C-A	1466526;
Q08504	YO105_YEAST	YOR105W O3217	854272;
P31376	SWC3_YEAST	SWC3 FUN36 SWC1 YAL011W	851222;
P10961	HSF_YEAST	HSF1 YGL073W	852806;
P32610	VATD_YEAST	VMA8 YEL051W SYGP-ORF11	856659;
P33757	SPO23_YEAST	SPO23 YBR250W YBR1702	852552;
P53896	PGA1_YEAST	PGA1 YNL158W N1739	855564;
P39676	FHP_YEAST	YHB1 YHB YGR234W G8572	853149;
P07251	ATPA_YEAST	ATP1 YBL099W YBL0827	852177;
P47153	TDA4_YEAST	TDA4 YJR116W J2031	853580;
P00410	COX2_YEAST	COX2 OXI1 Q0250	854622;
P47087	YJY2_YEAST	YJR012C J1440 YJR83.25	853469;
P38149	DUG2_YEAST	DUG2 YBR281C YBR2018	852584;
Q8TGJ2	YN075_YEAST	YNR075C-A	1466517;
P22943	HSP12_YEAST	HSP12 GLP1 HOR5 YFL014W	850532;
P48445	BPL1_YEAST	BPL1 ACC2 YDL141W D2140	851414;
Q05123	ARP9_YEAST	ARP9 SWP59 YMR033W YM9973.07	855049;
Q08969	GRE1_YEAST	GRE1 YPL223C	855878;
P40545	HIS4_YEAST	HIS6 YIL020C	854792;
P38958	PT100_YEAST	PET100 YDR079W D4441	851651;
P53550	DCP2_YEAST	DCP2 PSU1 YNL118C N1917	855605;
P15625	SYFA_YEAST	FRS2 YFL022C	850522;
Q08989	YP277_YEAST	YPL277C	855852;
P33890	TIR2_YEAST	TIR2 SRP2 YOR010C O2553 UND251	854174;
P38822	BZZ1_YEAST	BZZ1 LSB7 YHR114W	856514;
P52924	COS10_YEAST	COS10 YNR075W N3820	855812;
P32775	GLGB_YEAST	GLC3 YEL011W	856705;
P23585	HXT2_YEAST	HXT2 YMR011W YM8270.15	855023;
P53083	MDM34_YEAST	MDM34 MMM2 YGL219C	852654;
P23059	NAA38_YEAST	MAK31 NAA38 YCR020C-A YCR20C-A	850383;
P14681	KSS1_YEAST	KSS1 YGR040W	852931;
Q12083	MLH3_YEAST	MLH3 YPL164C P2550	855939;
P39547	UIP3_YEAST	UIP3 YAR027W FUN55	851279;
Q03208	YML9_YEAST	YML119W YM7056.07	854920;
P40499	ICE2_YEAST	ICE2 YIL090W	854718;
P40526	DFG10_YEAST	DFG10 YIL049W	854762;
P32781	AGA2_YEAST	AGA2 YGL032C	852851;
P09547	SWI1_YEAST	SWI1 ADR6 GAM3 YPL016W LPA1	856091;
P32855	SEC8_YEAST	SEC8 YPR055W YP9499.11	856168;
P22289	QCR9_YEAST	QCR9 UCR9 YGR183C	853095;
P38314	SDS24_YEAST	SDS24 YBR214W YBR1501	852515;
Q12129	NMD4_YEAST	NMD4 YLR363C	851077;
Q04432	HSP31_YEAST	HSP31 YDR533C D9719.36	852146;
Q06109	RRG8_YEAST	RRG8 YPR116W	856232;
Q2V2P2	YK065_YEAST	YKL065W-A	3799975;
P14682	UBC3_YEAST	CDC34 DNA6 UBC3 YDR054C D4211 YD9609.08C	851624;
P43552	YFF1_YEAST	YFL051C	850493;
P32487	LYP1_YEAST	LYP1 YNL268W N0790	855453;
P32588	PUB1_YEAST	PUB1 RNP1 YNL016W N2842	855716;
P08539	GPA1_YEAST	GPA1 CDC70 DAC1 SCG1 YHR005C	856394;
P24784	DBP1_YEAST	DBP1 YPL119C LPH8C	855984;
Q12052	TGS1_YEAST	TGS1 YPL157W P2573	855946;
Q12247	FYV7_YEAST	FYV7 YLR068W L2192	850757;
P40893	REE1_YEAST	REE1 YJL217W HRC198 J0226	853238;
P32585	MED18_YEAST	SRB5 MED18 YGR104C	852996;
Q08285	RRP40_YEAST	RRP40 YOL142W	854023;
Q12507	SFG1_YEAST	SFG1 YOR315W O6128	854493;
P40086	COX15_YEAST	COX15 YER141W	856884;
P29703	FNTA_YEAST	RAM2 YKL019W	853849;
P39077	TCPG_YEAST	CCT3 BIN2 TCP3 YJL014W J1336	853438;
P53275	YG37_YEAST	YGR127W	853028;
P53241	VHT1_YEAST	VHT1 YGR065C	852956;
P39702	VPS8_YEAST	VPS8 VPT8 YAL002W FUN15	851261;
P35735	SFK1_YEAST	SFK1 YKL051W YKL303	853815;
Q07381	TSR1_YEAST	TSR1 YDL060W	851499;
P38909	CYC2_YEAST	CYC2 YOR037W OR26.30	854202;
Q06208	RIF2_YEAST	RIF2 YLR453C	851174;
Q12377	RPN6_YEAST	RPN6 NAS4 YDL097C D2381	851461;
P53736	YN8O_YEAST	YNR040W N3407	855776;
P38011	GBLP_YEAST	ASC1 CPC2 YMR116C YM9718.15C	855143;
P38041	BOB1_YEAST	BOI1 BOB1 GIN7 YBL085W YBL0717	852193;
Q3E7Z9	YO038_YEAST	YOL038C-A	1466476;
Q12443	RTN2_YEAST	RTN2 YDL204W D1062	851323;
Q02202	ECM9_YEAST	ECM9 YKR004C YK103 YKR004C-A	853873;
P53874	UBP10_YEAST	UBP10 DOT4 YNL186W N1619	855535;
P32476	ERG1_YEAST	ERG1 YGR175C	853086;
P41911	GPD2_YEAST	GPD2 GPD3 YOL059W O1222	854095;
Q12483	SNF8_YEAST	SNF8 VPS22 YPL002C	856105;
P47116	PTK2_YEAST	PTK2 STK2 YJR059W J1725	853522;
P32375	ALN_YEAST	DAL1 YIR027C	854845;
P42222	ERR3_YEAST	ERR3 YMR323W YM9924.15	855373;
P06106	CYSD_YEAST	MET17 MET15 MET25 YLR303W L8003.1	851010;
Q04178	HPRT_YEAST	HPT1 BRA6 YDR399W D9509.18	852008;
P13393	TBP_YEAST	SPT15 BTF1 TBP1 YER148W	856891;
P48362	HGH1_YEAST	HGH1 YGR187C G7538	853099;
P38084	BAP2_YEAST	BAP2 YBR068C YBR0629	852360;
P40074	AVT6_YEAST	AVT6 YER119C	856855;
Q06596	ARR1_YEAST	ARR1 ACR1 YAP8 YPR199C P9677.15	856329;
P32796	CACP_YEAST	CAT2 CAT YCAT YML042W YM8054.01	854965;
P25339	PUF4_YEAST	PUF4 YGL014W YGL023	852870;
P38739	WSC4_YEAST	WSC4 YHL028W	856357;
P47169	MET5_YEAST	MET5 ECM17 YJR137C J2126	853602;
P38856	AP18A_YEAST	YAP1801 YHR161C	856566;
P31383	2AAA_YEAST	TPD3 YAL016W FUN32	851217;
P38145	RISA_YEAST	RIB5 YBR256C YBR1724	852559;
Q12485	YG12A_YEAST	TY1A-GR2 YGRCTy1-2 GAG YGR038C-A G4128	852929;
P00127	QCR6_YEAST	QCR6 UCR6 YFR033C	850593;
P31379	LDS1_YEAST	LDS1 YAL018C YAL003	851215;
Q12333	FRE7_YEAST	FRE7 YOL152W AOB629	854013;
P53076	VID30_YEAST	VID30 GID1 YGL227W	852624;
P05755	RS9B_YEAST	RPS9B RPS13B SUP46 YBR189W YBR1317	852487;
Q05080	CYK2_YEAST	HOF1 CYK2 YMR032W YM9973.05	855048;
P33550	KTR2_YEAST	KTR2 YKR061W	853935;
P40464	FLX1_YEAST	FLX1 YIL134W	854672;
P25362	PET18_YEAST	PET18 HIT2 YCR020C YCR20C	850382;
Q03937	HED1_YEAST	HED1 YDR014W-A YD9335.01	4036073;
P14126	RL3_YEAST	RPL3 MAK8 TCM1 YOR063W YOR29-14	854229;
Q04408	YD514_YEAST	YDR514C	852126;
P38990	SAK1_YEAST	SAK1 PAK1 YER129W SYGP-ORF45	856866;
Q06704	IMH1_YEAST	IMH1 SYS3 YLR309C	851018;
P46945	YGS6_YEAST	YGL176C G1636	852699;
P38695	HXT5_YEAST	HXT5 YHR096C	856496;
P04173	LEU3_YEAST	LEU2 YCL018W YCL18W	850342;
P33734	HIS5_YEAST	HIS7 YBR248C YBR1640	852550;
P22023	KRE5_YEAST	KRE5 YOR336W	854514;
P21268	FAR1_YEAST	FAR1 YJL157C J0565	853283;
P40498	UTP25_YEAST	UTP25 YIL091C	854717;
Q08054	CSI2_YEAST	CSI2 YOL007C	854155;
Q03649	MGL2_YEAST	MGL2 YMR210W YM8261.04	855250;
P32802	TMN1_YEAST	EMP70 TMN1 YLR083C L2385 L9449.11	850772;
P25613	ADY2_YEAST	ADY2 ATO1 YCR010C YCR10C	850368;
P0CE90	PAU6_YEAST	PAU6 YNR076W N3825	850662;855813;
P0CE91	PAU18_YEAST	PAU18 YLL064C L0543	850662;855813;
P43497	CWP2_YEAST	CWP2 LPR1 YKL096W-A YKL096BW YKL444	853765;
P32597	STH1_YEAST	STH1 NPS1 YIL126W	854680;
Q03435	NHP10_YEAST	NHP10 HMO2 YDL002C YD8119.05C	851562;
P50085	PHB2_YEAST	PHB2 YGR231C G8561	853146;
P0CD98	YLL53_YEAST	YLL053C L0587	850673;
P40896	YJV3_YEAST	YJL213W HRC331 J0234	853217;
P34226	SKT5_YEAST	SKT5 CAL2 CHS4 CSD4 YBL061C YBL0506 YBL0519	852218;
P35179	SC61G_YEAST	SSS1 YDR086C D4475	851659;
P25644	PAT1_YEAST	PAT1 MRT1 YCR077C YCR77C	850440;
P53040	TAF6_YEAST	TAF6 TAF60 YGL112C G2985	852766;
P32074	COPG_YEAST	SEC21 YNL287W N0543	855429;
P53270	YG32_YEAST	YGR117C G6172	853014;
P53012	SCS3_YEAST	SCS3 FIT2B YGL126W G2868	852751;
P40573	MET28_YEAST	MET28 YIR017C	854834;
P28005	POP5_YEAST	POP5 YAL033W FUN53	851200;
P26570	PPZ1_YEAST	PPZ1 YML016C YM9571.02C	854992;
P38132	MCM7_YEAST	MCM7 CDC47 YBR202W YBR1441	852501;
P40509	COPE_YEAST	SEC28 YIL076W	854734;
P37254	ADCS_YEAST	ABZ1 YNR033W N3286	855768;
P0C2J7	YH41B_YEAST	TY4B-H YHLWTy4-1 POL YHL009W-B YHL008W-A	856380;
Q99296	YL149_YEAST	YLR149C	850841;
Q04847	ROY1_YEAST	ROY1 YMR258C YM9920.12C	855300;
P38934	BFR1_YEAST	BFR1 YOR198C	854373;
Q04516	AIM33_YEAST	AIM33 YML087C	854887;
P07283	PMM_YEAST	SEC53 ALG4 YFL045C	850499;
P38156	MAL31_YEAST	MAL31 MAL3T YBR298C YBR2116	852601;
Q08561	IES4_YEAST	IES4 YOR189W	854361;
Q08108	PLB3_YEAST	PLB3 YOL011W	854151;
P53259	PCP1_YEAST	PCP1 MDM37 RBD1 UGO2 YGR101W	852993;
P54072	YL152_YEAST	YLR152C L9634.9	850845;
P38763	YHI2_YEAST	YHR022C	856417;
P27809	KRE2_YEAST	KRE2 MNT1 YDR483W D8035.26	852094;
P32367	TFC1_YEAST	TFC1 YBR123C YBR0919	852421;
P32770	NRP1_YEAST	NRP1 ARP ARP1 YDL167C	851387;
O14464	RTC6_YEAST	RTC6 TAE4 YPL183W-A YPL183BW	855918;
P38843	CHS7_YEAST	CHS7 YHR142W	856545;
P05316	FUR4_YEAST	FUR4 YBR021W YBR0303	852309;
Q12244	YL054_YEAST	YLL054C L0584	850672;
P06242	KIN28_YEAST	KIN28 YDL108W D2330	851450;
P09440	C1TM_YEAST	MIS1 YBR084W YBR0751	852378;
P32579	SUA5_YEAST	SUA5 YGL169W G1660	852707;
P25340	ERG4_YEAST	ERG4 YGL012W YGL022	852872;
P40544	YKE4_YEAST	YKE4 YIL023C	854789;
P11632	NHP6A_YEAST	NHP6A NHPA YPR052C YP9499.09C	856165;
Q08902	AMF1_YEAST	AMF1 YOR378W	854560;
P35200	UPS2_YEAST	UPS2 AIM30 GEP1 MSF1 YLR168C L9470.15	850865;
P39991	YEC5_YEAST	YEL025C	856688;
P40368	NUP82_YEAST	NUP82 YJL061W HRB187 J1135	853385;
P36088	FRMSR_YEAST	YKL069W YKL340	853794;
P21826	MLS2_YEAST	DAL7 MLS2 YIR031C	854849;
P46974	RSF2_YEAST	RSF2 ZMS1 YJR127C J2052	853592;
P53755	BSC5_YEAST	BSC5 YNR069C N3555	855806;
P53739	FPK1_YEAST	FPK1 YNR047W N3449	855783;
P38328	ARPC1_YEAST	ARC40 YBR234C YBR1532	852536;
P40395	RIC1_YEAST	RIC1 YLR039C	850728;
Q99177	BRR1_YEAST	BRR1 YPR057W YP9499.13	856170;
Q06813	YP078_YEAST	YPR078C	856193;
P53048	MAL11_YEAST	MAL11 AGT1 MAL1T MTP1 YGR289C	853207;
Q06328	YPQ2_YEAST	YPQ2 YDR352W	851954;
P40537	ULP2_YEAST	ULP2 SMT4 YIL031W	854780;
P32622	YEF1_YEAST	YEF1 YEL041W SYGP-ORF17	856670;
Q08956	YIG1_YEAST	YIG1 YPL201C	855900;
P27616	PUR7_YEAST	ADE1 YAR015W	851272;
P53091	MCM6_YEAST	MCM6 YGL201C	852673;
Q99344	UBA3_YEAST	UBA3 YPR066W YP9499.21	856179;
Q01519	COX12_YEAST	COX12 YLR038C	850727;
P38341	MIC12_YEAST	MIC12 AIM5 FMP51 MCS12 YBR262C YBR1731	852566;
P53189	SCW11_YEAST	SCW11 YGL028C	852856;
Q12672	RL21B_YEAST	RPL21B YPL079W LPF6W	856026;
P53730	ALG12_YEAST	ALG12 ECM39 YNR030W N3265	855764;
P38313	CENPU_YEAST	AME1 ARP100 YBR211C YBR1458	852512;
P20604	PP11_YEAST	SIT4 PPH1 YDL047W D2693	851513;
Q3E7Z8	YC204_YEAST	YCR024C-B	1466398;
P32460	DCG1_YEAST	DCG1 YIR030C	854848;
P08431	GAL7_YEAST	GAL7 YBR018C YBR0226	852306;
Q06686	CTR3_YEAST	CTR3 YLR411W L9931.6	851129;
P34164	SIP2_YEAST	SIP2 SPM2 YGL208W G1155	852664;
P38148	PPS1_YEAST	PPS1 YBR276C YBR2013	852579;
Q03723	OST6_YEAST	OST6 YML019W	854989;
Q04991	FMP42_YEAST	FMP42 YMR221C YM9959.03C	855261;
P40104	YE19_YEAST	YER189W	856939;
P40489	XBP1_YEAST	XBP1 YIL101C	854706;
P36040	POC2_YEAST	ADD66 PBA2 POC2 YKL206C	853629;
P38774	DOG1_YEAST	DOG1 YHR044C	856440;
P31111	ZIP1_YEAST	ZIP1 YDR285W D9819.9	851879;
P23291	KC11_YEAST	YCK1 CKI2 YHR135C	856537;
P35995	YKW2_YEAST	YKL222C	853658;
Q12094	TSR3_YEAST	TSR3 YOR006C UND313	854167;
P38839	SPL2_YEAST	SPL2 YHR136C	856538;
Q08232	DSC2_YEAST	DSC2 YOL073C	854081;
P47818	CCC1_YEAST	CCC1 YLR220W L8083.6	850917;
P40079	LCP5_YEAST	LCP5 YER127W SYGP-ORF43	856864;
Q08444	NOB1_YEAST	NOB1 YOR056C YOR29-07	854221;
P40091	PEA2_YEAST	PEA2 PPF2 YER149C	856892;
P39011	BEM4_YEAST	BEM4 YPL161C P2561	855942;
Q06504	NAT3_YEAST	NAT3 YPR131C	856249;
P16622	HEMH_YEAST	HEM15 YOR176W	854347;
P50110	SAM37_YEAST	SAM37 MAS37 PET3027 TOM37 YMR060C YM9796.13C	855082;
P53836	CA120_YEAST	CAF120 YNL278W N0610	855443;
P38360	ATU1_YEAST	PCA1 CAD2 PAY2 YBR295W YBR2112	852598;
Q06524	SUE1_YEAST	SUE1 YPR151C	856274;
P43614	KEG1_YEAST	KEG1 YFR042W	850603;
P40084	RTR1_YEAST	RTR1 YER139C	856882;
Q03697	YMD8_YEAST	YMD8 YML038C	854970;
P47912	LCF4_YEAST	FAA4 YMR246W YM9408.08	855288;
Q99234	DFG16_YEAST	DFG16 ECM41 ZRG11 YOR030W OR26.20	854195;
P16151	ERD1_YEAST	ERD1 YDR414C D9461.4	852023;
Q12222	YGK3_YEAST	YGK3 YOL128C	853992;
Q12055	KAD6_YEAST	FAP7 YDL166C	851388;
P10659	METK1_YEAST	SAM1 ETH10 YLR180W L9470.9	850877;
P40988	FET4_YEAST	FET4 YMR319C YM9924.11C	855369;
Q12224	RLM1_YEAST	RLM1 YPL089C LPG19C	856016;
Q12518	ENT1_YEAST	ENT1 YDL161W	851392;
P53297	PBP1_YEAST	PBP1 MRS16 YGR178C	853089;
P47077	NOP9_YEAST	NOP9 YJL010C J1357	853445;
Q06071	BL1S1_YEAST	BLS1 YLR408C	851124;
P17214	EST1_YEAST	EST1 YLR233C L8083.15	850934;
P48568	YD186_YEAST	YDL186W D1281	851340;
Q06639	RSC3_YEAST	RSC3 YDR303C D9740.13	851897;
P12753	RAD50_YEAST	RAD50 YNL250W N0872	855471;
P21538	REB1_YEAST	REB1 GRF2 YBR049C YBR0502	852338;
P32617	IES6_YEAST	IES6 YEL044W SYGP-ORF13	856667;
Q08923	CTI6_YEAST	CTI6 RXT1 YPL181W	855920;
P03879	MBI4_YEAST	BI4 SCBI4 Q0120	854582;
P36085	STB6_YEAST	STB6 YKL072W YKL352	853790;
P35691	TCTP_YEAST	TMA19 MMI1 YKL056C YKL312	853809;
P29952	MPI_YEAST	PMI40 YER003C	856720;
P47172	YJ9I_YEAST	YJR141W J2166	853606;
P38241	SLT11_YEAST	ECM2 SLT11 YBR065C YBR0614	852357;
Q12499	NOP58_YEAST	NOP58 NOP5 YOR310C O6108	854487;
P53086	KIP3_YEAST	KIP3 YGL216W	852655;
P32897	TIM23_YEAST	TIM23 MAS6 MIM23 MPI3 YNR017W N3180	855751;
Q12340	YRM1_YEAST	YRM1 YOR172W O3620	854343;
Q05905	HRI1_YEAST	HRI1 YLR301W	851008;
P25625	PER1_YEAST	PER1 COS16 YCR044C YCR44C	850411;
P38169	KMO_YEAST	BNA4 YBL098W YBL0828	852179;
P40543	YIC4_YEAST	YIL024C	854788;
Q2V2P8	CENPW_YEAST	WIP1 YDR374W-A	3799971;
Q00245	RHO3_YEAST	RHO3 YIL118W	854688;
Q07897	CMS1_YEAST	CMS1 YLR003C	850689;
P53121	FLC3_YEAST	FLC3 YGL139W G2812	852738;
Q08179	MDM38_YEAST	MDM38 YOL027C	854130;
P53207	SNU71_YEAST	SNU71 YGR013W	852896;
P48239	GTO1_YEAST	GTO1 YGR154C G6664	853058;
Q3E754	RS21B_YEAST	RPS21B RPS25B RPS26B YJL136C J0664	853305;
P32339	HMX1_YEAST	HMX1 YLR205C L8167.18	850902;
Q03898	FIN1_YEAST	FIN1 YDR130C YD9302.05C	851708;
P32495	NHP2_YEAST	NHP2 YDL208W D1045	851319;
P42939	MVB12_YEAST	MVB12 YGR206W G7740	853120;
P32317	AFG1_YEAST	AFG1 AFG YEL052W	856658;
P03877	SCE3_YEAST	AI3 ENS3 I-SCEIII Q0060	854595;
Q12355	PST1_YEAST	PST1 HPF2 YDR055W D4214 YD9609.09	851625;
Q02204	RM13_YEAST	MRPL13 YKR006C YK105	853875;
P40484	MOB1_YEAST	MOB1 YIL106W	854700;
P32357	AAR2_YEAST	AAR2 YBL074C YBL06.06 YBL0611	852205;
P14832	CYPH_YEAST	CPR1 CPH1 CYP1 SCC1 YDR155C YD8358.10C	851733;
Q04533	METX_YEAST	YML082W	854892;
P21182	DCAM_YEAST	SPE2 YOL052C O1275	854105;
P32562	CDC5_YEAST	CDC5 MSD2 PKX2 YMR001C YM8270.03C	855013;
P47187	COS5_YEAST	COS5 YJR161C J2410	853626;
P46989	ATG27_YEAST	ATG27 ETF1 YJL178C J0490	853261;
Q04225	RRB1_YEAST	RRB1 YMR131C YM9553.07C	855161;
Q03790	NUP53_YEAST	NUP53 YMR153W YM8520.02	855184;
P47027	DPB11_YEAST	DPB11 YJL090C J0918	853355;
P16523	MER1_YEAST	MER1 YNL210W N1330	855511;
Q3E7B6	VA0E_YEAST	VMA9 CWH36 LDB10 YCL005W-A	2732686;
Q99208	YL066_YEAST	YLL066C L0519 L0532	850660;
Q06679	UTP4_YEAST	UTP4 YDR324C	851924;
Q08581	SLK19_YEAST	SLK19 YOR195W	854370;
P03881	YMRF1_YEAST	Q0255	854623;
Q06214	JIP5_YEAST	JIP5 YPR169W	856298;
Q04214	YM13B_YEAST	TY1B-MR1 YMRCTy1-3 POL YMR045C YM9532.10C	855062;
Q12210	YD009_YEAST	YDL009C	851553;
P38301	GDT1_YEAST	GDT1 YBR187W YBR1310	852485;
P47061	VPS53_YEAST	VPS53 YJL029C J1258	853423;
Q3E793	BOL1_YEAST	BOL1 YAL044W-A	851252;
Q07629	YD218_YEAST	YDL218W	851308;
P15731	UBC4_YEAST	UBC4 YBR082C YBR0745	852376;
P47140	AIM25_YEAST	AIM25 YJR100C J1946	853563;
Q05863	YL281_YEAST	YLR281C	850987;
P36081	PSG1_YEAST	PSG1 YKL077W	853785;
Q06508	LOA1_YEAST	LOA1 VPS66 YPR139C	856261;
P38708	YHI0_YEAST	YHR020W	856413;
P38696	ARP1_YEAST	ARP1 ACT3 ACT5 YHR129C	856530;
Q06494	PLR1_YEAST	YPR127W	856245;
P39953	YEA6_YEAST	YEA6 NDT2 YEL006W	856712;
Q06159	ATG39_YEAST	ATG39 YLR312C	851021;
P47115	YJ26_YEAST	YJR056C J1710	853518;
Q12164	POM33_YEAST	POM33 YLL023C L1201	850637;
P34224	YBF9_YEAST	YBL059W YBL0508 YBL0516	852221;
Q06162	NKP2_YEAST	NKP2 YLR315W	851025;
P40480	HOS4_YEAST	HOS4 YIL112W	854694;
P25693	PCL2_YEAST	PCL2 CLN4 YDL127W D2223	851430;
Q12026	YL053_YEAST	YLR053C L2137	850742;
P04046	PUR1_YEAST	ADE4 YMR300C YM9952.02C	855346;
P11655	SEC12_YEAST	SEC12 SED2 YNR026C N3244	855760;
P38694	MSC7_YEAST	MSC7 YHR039C	856434;
P21691	SIR1_YEAST	SIR1 YKR101W	853976;
P38141	THI2_YEAST	THI2 PHO6 YBR240C YBR1624	852542;
P38748	ETP1_YEAST	ETP1 YHL010C	856376;
Q04226	TAF11_YEAST	TAF11 TAF40 YML015C YM9571.03C	854993;
P04449	RL24A_YEAST	RPL24A RP29 RPL30A YGL031C	852852;
P36526	RM27_YEAST	MRPL27 YBR282W YBR2019	852585;
P80967	TOM5_YEAST	TOM5 MOM8A YPR133W-A	856252;
P42946	PRM10_YEAST	PRM10 YJL108C J0811	853336;
P32908	SMC1_YEAST	SMC1 CHL10 YFL008W	850540;
Q3E823	COA2_YEAST	COA2 YPL189C-A	1466518;
P25373	GLRX1_YEAST	GRX1 YCL035C YCL35C	850322;
P39531	RCY1_YEAST	RCY1 YJL204C J0318 J0320	853226;
Q12172	YRR1_YEAST	YRR1 PDR2 YOR162C O3571	854333;
Q8TGJ3	KISH_YEAST	KSH1 YNL024C-A	1466516;
P25303	SCJ1_YEAST	SCJ1 YMR214W YM8261.08	855254;
P0CX12	COS2_YEAST	COS2 YBR302C YBR2121	852605;854907;
P0CX13	COS3_YEAST	COS3 YML132W YM4987.03	852605;854907;
P39529	YJU6_YEAST	YJL206C J0316	853224;
P25626	IMG1_YEAST	IMG1 PETCR46 YCR046C YCR46C	850413;
P53604	MSO1_YEAST	MSO1 YNR049C N3457	855785;
P40962	RTS2_YEAST	RTS2 YOR077W YOR29-28	854244;
P17123	SPO12_YEAST	SPO12 YHR152W	856557;
P89102	SEC5_YEAST	SEC5 YDR166C YD8358.20C YD9489.01C	851744;
P36155	YK55_YEAST	YKR075C	853950;
P31755	OCH1_YEAST	OCH1 NGD29 YGL038C	852845;
Q12513	TMA17_YEAST	TMA17 YDL110C D2320	851448;
P48836	VATG_YEAST	VMA10 YHR039C-A YHR039BC YHR039C-B	856435;
Q99288	DET1_YEAST	DET1 YDR051C D4202	851621;
P19812	UBR1_YEAST	UBR1 PTR1 YGR184C G7168	853096;
Q99278	MED11_YEAST	MED11 YMR112C YM9718.11C	855139;
P48015	GCST_YEAST	GCV1 YDR019C YD9335.05C	851582;
P35195	ECM15_YEAST	ECM15 YBL001C YBL0105	852285;
O74302	YD13A_YEAST	TY1A-DR4 YDRCTy1-3 GAG YDR261C-C	851853;
P38740	YHC6_YEAST	YHL026C	856359;
P38292	PEX32_YEAST	PEX32 YBR168W YBR1220	852466;
P40080	VFA1_YEAST	VFA1 YER128W SYGP-ORF44	856865;
P13188	SYQ_YEAST	GLN4 YOR168W O3601	854339;
P38738	OCA5_YEAST	OCA5 YHL029C	856356;
P39107	MNN9_YEAST	MNN9 YPL050C P7102.01	856057;
Q12004	TFB4_YEAST	TFB4 YPR056W	856169;
P40502	AIM19_YEAST	AIM19 YIL087C	854722;
Q04958	NTE1_YEAST	NTE1 YML059C YM9958.03C	854943;
Q12069	PUS9_YEAST	PUS9 YDL036C D2743	851525;
P19658	EXO70_YEAST	EXO70 YJL085W J0932	853359;
P40454	PTPA1_YEAST	RRD1 NCS1 YPA1 YIL153W	854653;
P00925	ENO2_YEAST	ENO2 ENOB YHR174W	856579;
Q06217	SMD2_YEAST	SMD2 YLR275W L9328.5	850981;
P38777	FSH1_YEAST	FSH1 YHR049W	856445;
P13434	HAP3_YEAST	HAP3 YBL021C YBL0441	852260;
P53853	VPS75_YEAST	VPS75 YNL246W N0890	855475;
Q06604	BSP1_YEAST	BSP1 YPR171W	856301;
P43563	MOB2_YEAST	MOB2 YFL034C-B YFL035C YFL035C-A	850508;
P50113	LYS5_YEAST	LYS5 YGL154C G1867	852723;
P40497	YIJ2_YEAST	YIL092W	854716;
P25389	KCC4_YEAST	KCC4 YCL024W YCL24W	850334;
P54861	DNM1_YEAST	DNM1 YLL001W L1381	850686;
Q08245	ZEO1_YEAST	ZEO1 YOL109W O0738	854040;
Q03776	PRP42_YEAST	PRP42 MUD16 SNU65 YDR235W YD8419.02	851821;
P38894	FLO5_YEAST	FLO5 YHR211W	856618;
P53394	SULX_YEAST	YPR003C LPZ3C YP9723.03C	856111;
P39522	ILV3_YEAST	ILV3 YJR016C J1450	853473;
P32573	SPS19_YEAST	SPS19 SPX19 YNL202W N1362	855518;
